CustomerID,Country,IsB2B,Recence,Frequence,Montant,R_score,F_score,M_score,RFM_Score,Segment
13518,United Kingdom,False,106,1,659.44,2,1,3,6,Clients Moyens
13519,United Kingdom,False,99,1,122.75,2,1,1,4,Clients Moyens
13520,Switzerland,False,79,6,3624.35,3,5,5,13,Clients Fidèles
13521,United Kingdom,False,22,3,1093.65,5,3,4,12,Clients Fidèles
13522,United Kingdom,False,51,1,125.8,4,1,1,6,Nouveaux Clients
13523,United Kingdom,False,54,5,3964.88,3,4,5,12,Clients Fidèles
13524,United Kingdom,False,61,5,680.1800000000001,3,4,3,10,Clients Fidèles
13525,United Kingdom,False,35,2,628.78,4,2,3,9,Nouveaux Clients
13527,United Kingdom,False,54,7,2287.51,3,5,5,13,Clients Fidèles
13529,United Kingdom,False,99,2,307.76,2,2,2,6,Clients Moyens
13531,United Kingdom,False,226,2,483.8,1,2,2,5,Clients Perdus
13532,United Kingdom,False,54,1,210.31,3,1,1,5,Clients Moyens
13533,United Kingdom,False,203,3,270.79,1,3,2,6,Clients à Risque
13534,United Kingdom,False,23,25,5870.08,5,5,5,15,Champions
13536,United Kingdom,False,22,7,3448.29,5,5,5,15,Champions
13538,United Kingdom,False,64,7,1280.85,3,5,4,12,Clients Fidèles
13539,United Kingdom,False,106,3,631.34,2,3,3,8,Clients à Risque
13544,United Kingdom,False,60,2,291.41,3,2,2,7,Clients Moyens
13546,United Kingdom,False,33,3,626.99,5,3,3,11,Clients Fidèles
13548,United Kingdom,False,117,2,682.41,2,2,3,7,Clients Moyens
13549,United Kingdom,False,46,7,918.2,4,5,3,12,Clients Fidèles
13551,United Kingdom,False,340,1,91.8,1,1,1,3,Clients Perdus
13552,United Kingdom,False,87,12,3740.07,3,5,5,13,Clients Fidèles
13555,United Kingdom,False,94,4,4149.28,2,4,5,11,Clients à Risque
13557,United Kingdom,False,49,2,584.0600000000001,4,2,3,9,Nouveaux Clients
13558,United Kingdom,False,26,4,605.06,5,4,3,12,Clients Fidèles
13560,United Kingdom,False,28,1,174.37,5,1,1,7,Nouveaux Clients
13561,United Kingdom,False,236,1,141.86,1,1,1,3,Clients Perdus
13562,United Kingdom,False,102,3,1799.3300000000002,2,3,4,9,Clients à Risque
13563,United Kingdom,False,105,2,777.53,2,2,3,7,Clients Moyens
13564,United Kingdom,False,165,3,1749.02,2,3,4,9,Clients à Risque
13565,United Kingdom,False,40,2,240.22,4,2,1,7,Nouveaux Clients
13566,United Kingdom,False,61,2,874.71,3,2,3,8,Clients Moyens
13568,United Kingdom,False,194,1,192.85,2,1,1,4,Clients Moyens
13569,United Kingdom,False,38,2,373.75,4,2,2,8,Nouveaux Clients
13570,United Kingdom,False,264,1,239.49,1,1,1,3,Clients Perdus
13571,United Kingdom,False,33,12,2092.32,5,5,5,15,Champions
13572,United Kingdom,False,226,1,1384.25,1,1,4,6,Clients Perdus
13573,United Kingdom,False,71,2,294.40000000000003,3,2,2,7,Clients Moyens
13575,United Kingdom,False,44,5,732.07,4,4,3,11,Clients Fidèles
13576,United Kingdom,False,31,18,6717.34,5,5,5,15,Champions
13577,United Kingdom,False,46,4,1687.6,4,4,4,12,Champions
13579,United Kingdom,False,35,2,467.04,4,2,2,8,Nouveaux Clients
13581,United Kingdom,False,330,1,118.0,1,1,1,3,Clients Perdus
13583,United Kingdom,False,176,1,781.03,2,1,3,6,Clients Moyens
13584,United Kingdom,False,327,1,142.4,1,1,1,3,Clients Perdus
13587,United Kingdom,False,84,1,712.4,3,1,3,7,Clients Moyens
13588,United Kingdom,False,36,9,2478.95,4,5,5,14,Champions
13589,United Kingdom,False,35,2,379.65,4,2,2,8,Nouveaux Clients
13590,United Kingdom,False,32,6,1981.92,5,5,4,14,Champions
13591,United Kingdom,False,85,3,1117.13,3,3,4,10,Clients Fidèles
13592,United Kingdom,False,56,4,247.96,3,4,1,8,Clients Fidèles
13593,United Kingdom,False,129,5,2037.08,2,4,4,10,Clients à Risque
13594,United Kingdom,False,73,1,396.97,3,1,2,6,Clients Moyens
13596,United Kingdom,False,26,2,697.04,5,2,3,10,Nouveaux Clients
13598,United Kingdom,False,68,1,180.17,3,1,1,5,Clients Moyens
13599,United Kingdom,False,22,21,5153.67,5,5,5,15,Champions
13600,United Kingdom,False,333,1,219.52,1,1,1,3,Clients Perdus
13601,United Kingdom,False,66,2,693.32,3,2,3,8,Clients Moyens
13602,United Kingdom,False,85,1,428.89,3,1,2,6,Clients Moyens
13603,United Kingdom,False,47,1,164.34,4,1,1,6,Nouveaux Clients
13606,United Kingdom,False,50,3,280.54,4,3,2,9,Clients Fidèles
13607,United Kingdom,False,61,1,678.01,3,1,3,7,Clients Moyens
13610,United Kingdom,False,33,7,1131.88,5,5,4,14,Champions
13611,United Kingdom,False,110,3,1171.8,2,3,4,9,Clients à Risque
13614,United Kingdom,False,45,4,1610.46,4,4,4,12,Champions
13615,United Kingdom,False,339,1,417.69,1,1,2,4,Clients Perdus
13617,United Kingdom,False,61,3,544.18,3,3,3,9,Clients Fidèles
13618,United Kingdom,False,194,1,177.34,2,1,1,4,Clients Moyens
13621,United Kingdom,False,137,1,213.85,2,1,1,4,Clients Moyens
13623,United Kingdom,False,51,5,747.78,4,4,3,11,Clients Fidèles
13626,United Kingdom,False,273,1,257.23,1,1,2,4,Clients Perdus
13627,United Kingdom,False,80,5,1638.47,3,4,4,11,Clients Fidèles
13629,United Kingdom,True,44,11,7792.36,4,5,5,14,Champions
13630,United Kingdom,False,26,7,2031.78,5,5,4,14,Champions
13631,United Kingdom,False,120,11,3070.42,2,5,5,12,Clients à Risque
13632,United Kingdom,False,45,5,2121.27,4,4,5,13,Champions
13634,United Kingdom,False,54,5,1575.16,3,4,4,11,Clients Fidèles
13635,United Kingdom,False,88,1,1071.03,3,1,4,8,Clients Moyens
13636,United Kingdom,False,57,5,949.12,3,4,4,11,Clients Fidèles
13637,United Kingdom,False,73,3,810.5,3,3,3,9,Clients Fidèles
13638,United Kingdom,False,36,1,122.64,4,1,1,6,Nouveaux Clients
13639,United Kingdom,False,95,1,1033.34,2,1,4,7,Clients Moyens
13642,United Kingdom,False,236,1,354.8,1,1,2,4,Clients Perdus
13643,United Kingdom,False,52,3,519.44,4,3,3,10,Clients Fidèles
13644,United Kingdom,False,37,4,2624.26,4,4,5,13,Champions
13645,United Kingdom,False,141,1,252.1,2,1,2,5,Clients Moyens
13647,United Kingdom,False,30,4,1678.12,5,4,4,13,Champions
13649,United Kingdom,False,277,2,346.6,1,2,2,5,Clients Perdus
13650,United Kingdom,False,37,6,1836.34,4,5,4,13,Champions
13651,United Kingdom,False,56,2,94.2,3,2,1,6,Clients Moyens
13652,United Kingdom,False,66,3,1095.08,3,3,4,10,Clients Fidèles
13654,United Kingdom,False,64,6,2707.33,3,5,5,13,Clients Fidèles
13655,United Kingdom,False,135,2,932.97,2,2,3,7,Clients Moyens
13656,United Kingdom,False,185,2,379.65,2,2,2,6,Clients Moyens
13657,United Kingdom,False,31,2,382.14,5,2,2,9,Nouveaux Clients
13658,United Kingdom,False,30,5,2639.17,5,4,5,14,Champions
13659,United Kingdom,False,226,2,1573.2,1,2,4,7,Clients Perdus
13662,United Kingdom,False,106,3,897.76,2,3,3,8,Clients à Risque
13663,United Kingdom,False,200,1,189.47,2,1,1,4,Clients Moyens
13666,United Kingdom,False,81,3,84.65,3,3,1,7,Clients Fidèles
13667,United Kingdom,False,170,1,305.02,2,1,2,5,Clients Moyens
13668,United Kingdom,False,23,21,6363.59,5,5,5,15,Champions
13669,United Kingdom,False,71,2,218.55,3,2,1,6,Clients Moyens
13670,United Kingdom,False,96,1,349.7,2,1,2,5,Clients Moyens
13672,United Kingdom,False,322,2,186.39,1,2,1,4,Clients Perdus
13673,United Kingdom,False,39,2,396.92,4,2,2,8,Nouveaux Clients
13675,United Kingdom,False,172,2,486.8200000000001,2,2,2,6,Clients Moyens
13678,United Kingdom,False,172,1,232.6,2,1,1,4,Clients Moyens
13680,United Kingdom,False,22,4,3722.42,5,4,5,14,Champions
13681,United Kingdom,False,38,4,827.83,4,4,3,11,Clients Fidèles
13682,United Kingdom,False,208,1,59.5,1,1,1,3,Clients Perdus
13684,United Kingdom,False,306,1,67.23,1,1,1,3,Clients Perdus
13685,United Kingdom,False,23,7,3119.44,5,5,5,15,Champions
13686,United Kingdom,False,203,1,72.0,1,1,1,3,Clients Perdus
13689,United Kingdom,True,84,1,910.0,3,1,3,7,Clients Moyens
13690,United Kingdom,False,80,1,172.25,3,1,1,5,Clients Moyens
13692,United Kingdom,False,45,3,1488.32,4,3,4,11,Clients Fidèles
13694,United Kingdom,True,24,50,65039.62,5,5,5,15,Champions
13695,United Kingdom,False,52,15,2504.13,4,5,5,14,Champions
13697,United Kingdom,False,59,1,151.3,3,1,1,5,Clients Moyens
13699,United Kingdom,False,176,1,308.58000000000004,2,1,2,5,Clients Moyens
13700,United Kingdom,False,47,10,2265.12,4,5,5,14,Champions
13703,United Kingdom,False,339,1,99.5,1,1,1,3,Clients Perdus
13704,United Kingdom,False,26,9,2308.06,5,5,5,15,Champions
13705,United Kingdom,False,28,3,711.86,5,3,3,11,Clients Fidèles
13706,United Kingdom,False,323,1,330.79,1,1,2,4,Clients Perdus
13707,United Kingdom,False,288,2,806.41,1,2,3,6,Clients Perdus
13708,United Kingdom,False,292,1,296.88,1,1,2,4,Clients Perdus
13709,United Kingdom,False,24,13,6328.05,5,5,5,15,Champions
13710,United Kingdom,False,52,1,180.48,4,1,1,6,Nouveaux Clients
13711,United Kingdom,False,239,2,252.06,1,2,2,5,Clients Perdus
13712,United Kingdom,False,267,1,228.84,1,1,1,3,Clients Perdus
13715,United Kingdom,False,302,5,1079.34,1,4,4,9,Clients à Risque
13716,United Kingdom,False,290,1,138.28,1,1,1,3,Clients Perdus
13717,United Kingdom,False,53,6,1445.01,4,5,4,13,Champions
13718,United Kingdom,False,267,2,306.55,1,2,2,5,Clients Perdus
13719,United Kingdom,False,36,5,1041.68,4,4,4,12,Champions
13720,United Kingdom,False,137,4,799.9,2,4,3,9,Clients à Risque
13721,United Kingdom,False,57,1,524.14,3,1,3,7,Clients Moyens
13722,United Kingdom,False,152,3,2375.41,2,3,5,10,Clients à Risque
13723,United Kingdom,False,238,1,199.85,1,1,1,3,Clients Perdus
13725,United Kingdom,False,70,8,1980.56,3,5,4,12,Clients Fidèles
13726,United Kingdom,False,59,2,1079.66,3,2,4,9,Clients Moyens
13727,United Kingdom,False,49,2,333.48,4,2,2,8,Nouveaux Clients
13728,United Kingdom,False,57,6,1016.14,3,5,4,12,Clients Fidèles
13730,United Kingdom,False,156,2,752.6,2,2,3,7,Clients Moyens
13731,United Kingdom,False,240,2,610.59,1,2,3,6,Clients Perdus
13732,United Kingdom,False,49,1,491.86,4,1,3,8,Nouveaux Clients
13735,United Kingdom,False,45,4,2885.24,4,4,5,13,Champions
13736,United Kingdom,False,26,2,731.9,5,2,3,10,Nouveaux Clients
13737,United Kingdom,False,221,1,339.6,1,1,2,4,Clients Perdus
13739,United Kingdom,False,39,1,216.9,4,1,1,6,Nouveaux Clients
13740,United Kingdom,False,261,1,350.75,1,1,2,4,Clients Perdus
13741,United Kingdom,False,92,3,668.4300000000001,3,3,3,9,Clients Fidèles
13742,United Kingdom,False,37,12,3131.02,4,5,5,14,Champions
13743,United Kingdom,False,23,7,1341.6,5,5,4,14,Champions
13744,United Kingdom,False,116,2,1156.36,2,2,4,8,Clients Moyens
13745,United Kingdom,False,183,1,300.04,2,1,2,5,Clients Moyens
13747,United Kingdom,False,394,1,79.6,1,1,1,3,Clients Perdus
13748,United Kingdom,False,116,5,948.25,2,4,4,10,Clients à Risque
13750,United Kingdom,False,74,5,1647.26,3,4,4,11,Clients Fidèles
13751,United Kingdom,False,309,1,296.25,1,1,2,4,Clients Perdus
13752,United Kingdom,False,145,6,1186.28,2,5,4,11,Clients à Risque
13753,United Kingdom,False,308,1,741.26,1,1,3,5,Clients Perdus
13754,United Kingdom,False,172,2,282.6,2,2,2,6,Clients Moyens
13755,United Kingdom,False,24,9,2161.35,5,5,5,15,Champions
13756,United Kingdom,False,23,14,5189.52,5,5,5,15,Champions
13758,United Kingdom,False,32,7,3190.55,5,5,5,15,Champions
13759,United Kingdom,False,54,2,659.4100000000001,3,2,3,8,Clients Moyens
13760,United Kingdom,False,75,2,286.79,3,2,2,7,Clients Moyens
13761,United Kingdom,False,71,2,1070.65,3,2,4,9,Clients Moyens
13762,United Kingdom,False,239,1,306.72,1,1,2,4,Clients Perdus
13763,United Kingdom,False,84,1,1714.96,3,1,4,8,Clients Moyens
13764,United Kingdom,False,91,3,1521.76,3,3,4,10,Clients Fidèles
13767,United Kingdom,False,23,37,17220.36,5,5,5,15,Champions
13769,United Kingdom,False,23,10,2796.51,5,5,5,15,Champions
13771,United Kingdom,False,85,4,2634.45,3,4,5,12,Clients Fidèles
13772,United Kingdom,False,54,3,1132.13,3,3,4,10,Clients Fidèles
13774,United Kingdom,False,102,1,345.0,2,1,2,5,Clients Moyens
13777,United Kingdom,False,21,33,25977.16,5,5,5,15,Champions
13778,United Kingdom,False,124,1,178.7,2,1,1,4,Clients Moyens
13780,United Kingdom,False,28,2,360.01,5,2,2,9,Nouveaux Clients
13781,United Kingdom,False,271,1,127.84,1,1,1,3,Clients Perdus
13782,United Kingdom,False,33,6,912.0,5,5,3,13,Clients Fidèles
13784,United Kingdom,False,30,11,2462.79,5,5,5,15,Champions
13786,United Kingdom,False,388,1,230.4,1,1,1,3,Clients Perdus
13787,United Kingdom,False,96,2,309.04,2,2,2,6,Clients Moyens
13790,United Kingdom,False,25,1,348.79999999999995,5,1,2,8,Nouveaux Clients
13791,United Kingdom,True,148,2,1516.0,2,2,4,8,Clients Moyens
13792,United Kingdom,False,87,2,195.55,3,2,1,6,Clients Moyens
13798,United Kingdom,True,22,57,37153.85,5,5,5,15,Champions
13799,United Kingdom,False,137,2,688.86,2,2,3,7,Clients Moyens
13800,United Kingdom,False,330,1,558.32,1,1,3,5,Clients Perdus
13801,United Kingdom,False,87,1,324.8,3,1,2,6,Clients Moyens
13802,United Kingdom,False,159,3,4599.42,2,3,5,10,Clients à Risque
13803,United Kingdom,False,276,1,277.07,1,1,2,4,Clients Perdus
13804,United Kingdom,False,51,7,2635.79,4,5,5,14,Champions
13805,United Kingdom,True,73,2,924.6,3,2,3,8,Clients Moyens
13806,United Kingdom,False,84,1,256.38,3,1,2,6,Clients Moyens
13807,United Kingdom,False,388,1,112.6,1,1,1,3,Clients Perdus
13808,United Kingdom,False,26,5,1747.66,5,4,4,13,Champions
13809,Cyprus,False,326,1,155.05,1,1,1,3,Clients Perdus
13810,Germany,False,49,3,1499.01,4,3,4,11,Clients Fidèles
13811,Germany,False,204,3,814.5,1,3,3,7,Clients à Risque
13812,Germany,False,63,3,539.0,3,3,3,9,Clients Fidèles
13813,Germany,False,60,4,1366.86,3,4,4,11,Clients Fidèles
13814,Germany,False,113,2,1579.12,2,2,4,8,Clients Moyens
13815,Germany,False,43,4,4027.36,4,4,5,13,Champions
13816,Germany,False,44,2,571.6700000000001,4,2,3,9,Nouveaux Clients
13817,Germany,False,50,2,382.98,4,2,2,8,Nouveaux Clients
13819,United Kingdom,False,322,3,1140.35,1,3,4,8,Clients à Risque
13821,United Kingdom,False,165,2,385.64,2,2,2,6,Clients Moyens
13822,United Kingdom,False,26,2,632.0,5,2,3,10,Nouveaux Clients
13823,United Kingdom,False,39,2,957.66,4,2,4,10,Nouveaux Clients
13824,United Kingdom,False,53,5,1698.94,4,4,4,12,Champions
13826,United Kingdom,False,197,1,189.5,2,1,1,4,Clients Moyens
13827,United Kingdom,False,78,3,412.05,3,3,2,8,Clients Fidèles
13828,United Kingdom,False,43,1,209.49,4,1,1,6,Nouveaux Clients
13831,United Kingdom,False,37,6,2202.99,4,5,5,14,Champions
13832,United Kingdom,False,40,1,52.2,4,1,1,6,Nouveaux Clients
13833,United Kingdom,False,180,1,384.8,2,1,2,5,Clients Moyens
13835,United Kingdom,False,46,4,834.57,4,4,3,11,Clients Fidèles
13837,United Kingdom,False,232,2,271.24,1,2,2,5,Clients Perdus
13838,United Kingdom,False,26,4,691.73,5,4,3,12,Clients Fidèles
13841,United Kingdom,True,273,1,85.0,1,1,1,3,Clients Perdus
13842,United Kingdom,False,79,9,3385.62,3,5,5,13,Clients Fidèles
13844,United Kingdom,False,32,1,361.62,5,1,2,8,Nouveaux Clients
13845,United Kingdom,False,85,1,312.98,3,1,2,6,Clients Moyens
13846,United Kingdom,False,45,3,865.0600000000001,4,3,3,10,Clients Fidèles
13848,United Kingdom,True,113,3,1255.0,2,3,4,9,Clients à Risque
13849,United Kingdom,False,72,2,1537.95,3,2,4,9,Clients Moyens
13850,United Kingdom,False,150,1,1595.48,2,1,4,7,Clients Moyens
13851,United Kingdom,False,116,3,2651.46,2,3,5,10,Clients à Risque
13853,United Kingdom,False,78,1,1090.14,3,1,4,8,Clients Moyens
13854,United Kingdom,False,29,25,8109.519999999999,5,5,5,15,Champions
13856,United Kingdom,False,189,3,388.5,2,3,2,7,Clients à Risque
13858,United Kingdom,False,78,1,216.17,3,1,1,5,Clients Moyens
13859,United Kingdom,False,347,1,201.16,1,1,1,3,Clients Perdus
13860,United Kingdom,False,22,5,1245.9,5,4,4,13,Champions
13862,United Kingdom,False,39,8,2209.36,4,5,5,14,Champions
13863,United Kingdom,False,268,1,305.78,1,1,2,4,Clients Perdus
13865,United Kingdom,False,79,4,501.56,3,4,3,10,Clients Fidèles
13866,United Kingdom,False,95,1,145.67,2,1,1,4,Clients Moyens
13867,United Kingdom,False,52,3,1015.29,4,3,4,11,Clients Fidèles
13868,United Kingdom,False,28,2,3192.54,5,2,5,12,Nouveaux Clients
13869,United Kingdom,False,144,4,3104.9500000000003,2,4,5,11,Clients à Risque
13870,United Kingdom,False,23,8,2770.94,5,5,5,15,Champions
13871,United Kingdom,False,43,13,6403.25,4,5,5,14,Champions
13873,United Kingdom,False,140,3,389.6,2,3,2,7,Clients à Risque
13874,United Kingdom,False,379,1,540.45,1,1,3,5,Clients Perdus
13875,United Kingdom,False,74,5,1786.79,3,4,4,11,Clients Fidèles
13876,United Kingdom,False,84,1,122.7,3,1,1,5,Clients Moyens
13877,United Kingdom,False,107,1,117.24,2,1,1,4,Clients Moyens
13878,United Kingdom,False,75,1,1281.53,3,1,4,8,Clients Moyens
13880,United Kingdom,False,42,13,3219.77,4,5,5,14,Champions
13881,United Kingdom,False,24,20,17159.52,5,5,5,15,Champions
13882,United Kingdom,False,23,5,1191.13,5,4,4,13,Champions
13883,United Kingdom,False,31,5,2674.48,5,4,5,14,Champions
13884,United Kingdom,False,28,5,787.6,5,4,3,12,Clients Fidèles
13885,United Kingdom,False,210,2,506.8,1,2,3,6,Clients Perdus
13886,United Kingdom,False,92,1,243.56,3,1,1,5,Clients Moyens
13887,United Kingdom,False,225,1,349.55,1,1,2,4,Clients Perdus
13888,United Kingdom,False,140,2,605.63,2,2,3,7,Clients Moyens
13889,United Kingdom,False,113,1,416.9,2,1,2,5,Clients Moyens
13890,United Kingdom,False,22,10,1883.81,5,5,4,14,Champions
13892,United Kingdom,False,47,4,632.97,4,4,3,11,Clients Fidèles
13893,United Kingdom,False,318,1,821.1,1,1,3,5,Clients Perdus
13894,United Kingdom,False,44,3,564.62,4,3,3,10,Clients Fidèles
13895,United Kingdom,False,49,4,2593.07,4,4,5,13,Champions
13897,United Kingdom,False,71,1,311.16,3,1,2,6,Clients Moyens
13898,United Kingdom,False,346,1,155.93,1,1,1,3,Clients Perdus
13899,United Kingdom,False,37,2,388.52,4,2,2,8,Nouveaux Clients
13900,United Kingdom,False,204,3,740.95,1,3,3,7,Clients à Risque
13901,United Kingdom,False,93,5,2867.2000000000003,2,4,5,11,Clients à Risque
13904,United Kingdom,False,58,2,332.64,3,2,2,7,Clients Moyens
13908,United Kingdom,False,100,4,2369.55,2,4,5,11,Clients à Risque
13911,United Kingdom,False,78,9,2580.91,3,5,5,13,Clients Fidèles
13914,United Kingdom,False,32,2,626.45,5,2,3,10,Nouveaux Clients
13917,United Kingdom,False,70,2,272.04,3,2,2,7,Clients Moyens
13918,United Kingdom,False,70,2,1212.84,3,2,4,9,Clients Moyens
13919,Denmark,False,80,2,384.81,3,2,2,7,Clients Moyens
13922,United Kingdom,False,372,1,172.25,1,1,1,3,Clients Perdus
13923,United Kingdom,False,74,1,351.13,3,1,2,6,Clients Moyens
13924,United Kingdom,False,22,6,1838.85,5,5,4,14,Champions
13925,United Kingdom,False,113,4,678.25,2,4,3,9,Clients à Risque
13926,United Kingdom,False,44,1,223.85,4,1,1,6,Nouveaux Clients
13927,United Kingdom,False,95,1,348.99,2,1,2,5,Clients Moyens
13928,United Kingdom,False,31,4,464.57,5,4,2,11,Clients Fidèles
13929,United Kingdom,False,190,2,842.65,2,2,3,7,Clients Moyens
13930,United Kingdom,False,78,2,337.34,3,2,2,7,Clients Moyens
13931,United Kingdom,False,116,2,1237.53,2,2,4,8,Clients Moyens
13932,United Kingdom,False,315,1,307.4,1,1,2,4,Clients Perdus
13933,United Kingdom,False,130,2,608.79,2,2,3,7,Clients Moyens
13934,United Kingdom,False,284,1,922.1,1,1,3,5,Clients Perdus
13936,United Kingdom,False,200,1,376.58,2,1,2,5,Clients Moyens
13937,United Kingdom,False,190,1,158.85,2,1,1,4,Clients Moyens
13938,United Kingdom,False,56,1,71.66,3,1,1,5,Clients Moyens
13939,United Kingdom,False,44,3,568.55,4,3,3,10,Clients Fidèles
13940,United Kingdom,False,38,4,839.14,4,4,3,11,Clients Fidèles
13941,United Kingdom,False,42,5,5112.96,4,4,5,13,Champions
13946,United Kingdom,False,100,3,561.57,2,3,3,8,Clients à Risque
13947,United Kingdom,False,86,1,90.6,3,1,1,5,Clients Moyens
13948,United Kingdom,False,381,1,102.0,1,1,1,3,Clients Perdus
13949,United Kingdom,False,23,6,2427.32,5,5,5,15,Champions
13950,United Kingdom,False,32,4,745.0600000000001,5,4,3,12,Clients Fidèles
13951,United Kingdom,False,197,3,674.45,2,3,3,8,Clients à Risque
13952,United Kingdom,False,238,2,3251.071,1,2,5,8,Clients Perdus
13953,United Kingdom,False,28,7,3515.68,5,5,5,15,Champions
13954,United Kingdom,False,22,2,439.92,5,3,2,10,Clients Fidèles
13955,United Kingdom,False,175,2,322.96,2,3,2,7,Clients à Risque
13956,United Kingdom,False,26,5,1026.42,5,4,4,13,Champions
13959,United Kingdom,False,100,3,598.2,2,3,3,8,Clients à Risque
13960,United Kingdom,False,42,2,230.22,4,3,1,8,Clients Fidèles
13962,United Kingdom,False,42,2,169.54999999999998,4,3,1,8,Clients Fidèles
13963,United Kingdom,False,329,4,664.54,1,4,3,8,Clients à Risque
13967,United Kingdom,False,166,1,80.7,2,1,1,4,Clients Moyens
13969,United Kingdom,False,28,18,9053.94,5,5,5,15,Champions
13971,United Kingdom,False,39,8,2758.26,4,5,5,14,Champions
13972,United Kingdom,False,91,2,190.25,3,3,1,7,Clients Fidèles
13973,United Kingdom,False,308,1,264.7,1,1,2,4,Clients Perdus
13974,United Kingdom,False,70,1,413.59,3,1,2,6,Clients Moyens
13975,United Kingdom,False,52,6,2526.28,4,5,5,14,Champions
13976,United Kingdom,False,227,1,357.98,1,1,2,4,Clients Perdus
13978,United Kingdom,False,35,2,196.79,4,3,1,8,Clients Fidèles
13979,United Kingdom,False,94,1,869.87,2,1,3,6,Clients Moyens
13980,United Kingdom,False,81,1,200.14,3,1,1,5,Clients Moyens
13982,United Kingdom,False,60,4,1871.81,3,4,4,11,Clients Fidèles
13983,United Kingdom,False,50,12,2603.43,4,5,5,14,Champions
13984,United Kingdom,False,47,5,920.51,4,4,3,11,Clients Fidèles
13985,United Kingdom,False,25,15,7060.13,5,5,5,15,Champions
13986,United Kingdom,False,38,1,320.46,4,1,2,7,Nouveaux Clients
13988,United Kingdom,False,40,6,4147.96,4,5,5,14,Champions
13989,United Kingdom,False,86,2,1266.08,3,3,4,10,Clients Fidèles
13990,United Kingdom,False,234,1,311.3,1,1,2,4,Clients Perdus
13991,United Kingdom,False,33,6,855.97,5,5,3,13,Clients Fidèles
13992,United Kingdom,False,51,1,76.8,4,1,1,6,Nouveaux Clients
13993,United Kingdom,False,63,9,3466.36,3,5,5,13,Clients Fidèles
13994,United Kingdom,False,24,6,2313.14,5,5,5,15,Champions
13995,United Kingdom,False,36,5,1393.69,4,4,4,12,Champions
13999,United Kingdom,False,31,12,3901.81,5,5,5,15,Champions
14000,United Kingdom,False,232,1,635.66,1,1,3,5,Clients Perdus
14001,United Kingdom,False,66,3,2043.08,3,3,4,10,Clients Fidèles
14002,United Kingdom,False,155,2,529.73,2,3,3,8,Clients à Risque
14004,United Kingdom,False,64,7,4582.64,3,5,5,13,Clients Fidèles
14005,United Kingdom,False,30,5,2874.72,5,4,5,14,Champions
14006,United Kingdom,False,136,3,962.19,2,3,4,9,Clients à Risque
14009,United Kingdom,False,219,2,695.61,1,3,3,7,Clients à Risque
14012,United Kingdom,False,298,1,328.8,1,1,2,4,Clients Perdus
14013,United Kingdom,False,131,3,473.02,2,3,2,7,Clients à Risque
14014,United Kingdom,False,98,1,505.18,2,1,3,6,Clients Moyens
14015,United Kingdom,False,73,1,917.34,3,1,3,7,Clients Moyens
14016,EIRE,False,182,4,4341.21,2,4,5,11,Clients à Risque
14019,United Kingdom,False,67,3,1421.61,3,3,4,10,Clients Fidèles
14020,United Kingdom,False,37,2,642.8,4,3,3,10,Clients Fidèles
14021,United Kingdom,False,176,3,631.9,2,3,3,8,Clients à Risque
14022,United Kingdom,False,246,1,440.0,1,1,2,4,Clients Perdus
14023,United Kingdom,False,28,2,584.07,5,3,3,11,Clients Fidèles
14024,United Kingdom,False,142,2,327.7,2,3,2,7,Clients à Risque
14027,United Kingdom,False,81,1,104.82,3,1,1,5,Clients Moyens
14029,United Kingdom,False,84,2,467.66,3,3,2,8,Clients Fidèles
14030,United Kingdom,False,39,8,2360.09,4,5,5,14,Champions
14031,United Kingdom,False,28,19,17286.86,5,5,5,15,Champions
14032,United Kingdom,False,23,11,2975.59,5,5,5,15,Champions
14034,United Kingdom,False,43,3,651.8199999999999,4,3,3,10,Clients Fidèles
14035,United Kingdom,False,49,5,1428.02,4,4,4,12,Champions
14036,United Kingdom,False,305,1,626.65,1,1,3,5,Clients Perdus
14037,United Kingdom,False,197,2,147.20000000000002,2,3,1,6,Clients à Risque
14038,United Kingdom,False,99,3,1560.38,2,3,4,9,Clients à Risque
14039,United Kingdom,False,54,1,152.2,3,1,1,5,Clients Moyens
14040,United Kingdom,False,61,12,3614.92,3,5,5,13,Clients Fidèles
14041,United Kingdom,False,287,1,141.41,1,1,1,3,Clients Perdus
14044,United Kingdom,False,47,4,652.82,4,4,3,11,Clients Fidèles
14045,United Kingdom,True,130,4,1659.75,2,4,4,10,Clients à Risque
14046,United Kingdom,False,305,1,154.99,1,1,1,3,Clients Perdus
14047,United Kingdom,False,29,5,1308.61,5,4,4,13,Champions
14048,United Kingdom,False,326,1,409.93,1,1,2,4,Clients Perdus
14049,United Kingdom,False,37,4,5681.72,4,4,5,13,Champions
14050,United Kingdom,False,52,2,746.36,4,3,3,10,Clients Fidèles
14051,United Kingdom,False,21,23,15610.39,5,5,5,15,Champions
14052,United Kingdom,False,40,1,225.36,4,1,1,6,Nouveaux Clients
14053,United Kingdom,True,145,2,260.25,2,3,2,7,Clients à Risque
14054,United Kingdom,False,86,1,92.46,3,1,1,5,Clients Moyens
14055,United Kingdom,False,127,1,725.6400000000001,2,1,3,6,Clients Moyens
14056,United Kingdom,False,22,23,8214.65,5,5,5,15,Champions
14057,United Kingdom,False,44,17,6217.96,4,5,5,14,Champions
