InvoiceNo,CustomerID,Country,Year,Month,MonthName,Revenue,Nb_Lignes,DateKey,Segment,IsB2B
547521,16713,United Kingdom,2011,3,Mar,197.05,11,20110301,Champions,False
547535,16250,United Kingdom,2011,3,Mar,163.3,10,20110301,Clients à Risque,False
547537,13534,United Kingdom,2011,3,Mar,249.5,16,20110301,Champions,False
547538,13534,United Kingdom,2011,3,Mar,264.8,16,20110301,Champions,False
547539,16943,United Kingdom,2011,3,Mar,193.6,7,20110301,Clients à Risque,False
547541,14607,United Kingdom,2011,3,Mar,495.0,3,20110301,Champions,True
547546,13249,United Kingdom,2011,3,Mar,291.84,2,20110301,Clients à Risque,False
547548,15644,United Kingdom,2011,3,Mar,202.22,55,20110301,Clients à Risque,False
547549,14794,United Kingdom,2011,3,Mar,283.03000000000003,16,20110301,Champions,False
547550,16839,United Kingdom,2011,3,Mar,335.72,6,20110301,Champions,False
547553,15644,United Kingdom,2011,3,Mar,36.4,12,20110301,Clients à Risque,False
547554,17858,United Kingdom,2011,3,Mar,79.6,1,20110301,Champions,False
547555,14075,United Kingdom,2011,3,Mar,307.92,18,20110301,Clients Fidèles,False
547556,17250,United Kingdom,2011,3,Mar,162.65,23,20110301,Clients Fidèles,False
547558,17966,United Kingdom,2011,3,Mar,147.0,6,20110301,Clients Fidèles,False
547561,14129,United Kingdom,2011,3,Mar,358.90000000000003,16,20110301,Champions,False
547562,16525,United Kingdom,2011,3,Mar,851.4000000000001,9,20110301,Champions,False
547563,15651,United Kingdom,2011,3,Mar,227.32,16,20110301,Clients Fidèles,False
547564,17512,United Kingdom,2011,3,Mar,441.81000000000006,11,20110301,Champions,False
547565,13035,United Kingdom,2011,3,Mar,333.0,12,20110301,Clients Moyens,False
547566,12811,Portugal,2011,3,Mar,27.0,1,20110301,Clients à Risque,False
547567,17644,United Kingdom,2011,3,Mar,442.47,26,20110301,Champions,False
547568,13341,United Kingdom,2011,3,Mar,775.85,42,20110301,Clients Perdus,False
547569,17491,United Kingdom,2011,3,Mar,556.94,20,20110301,Champions,False
547570,13636,United Kingdom,2011,3,Mar,137.35,8,20110301,Clients Fidèles,False
547571,16265,United Kingdom,2011,3,Mar,432.3,19,20110301,Champions,False
547572,13512,United Kingdom,2011,3,Mar,251.21,15,20110301,Clients Perdus,False
547573,12948,United Kingdom,2011,3,Mar,157.16,8,20110301,Champions,False
547576,16620,United Kingdom,2011,3,Mar,95.75999999999999,5,20110301,Clients Fidèles,False
547577,13183,United Kingdom,2011,3,Mar,513.84,9,20110301,Champions,False
547578,13089,United Kingdom,2011,3,Mar,485.89000000000004,29,20110301,Champions,False
547579,13089,United Kingdom,2011,3,Mar,120.0,2,20110301,Champions,False
547580,13488,United Kingdom,2011,3,Mar,713.95,31,20110301,Champions,False
547583,12901,United Kingdom,2011,3,Mar,562.3199999999999,12,20110301,Champions,False
547623,15641,United Kingdom,2011,3,Mar,543.22,31,20110301,Clients à Risque,False
547639,17698,United Kingdom,2011,3,Mar,154.95,8,20110301,Clients Perdus,False
547644,14267,United Kingdom,2011,3,Mar,418.18,15,20110301,Clients à Risque,False
547645,12676,Sweden,2011,3,Mar,197.9,7,20110301,Champions,False
547647,15144,United Kingdom,2011,3,Mar,232.9,14,20110301,Champions,False
547648,15144,United Kingdom,2011,3,Mar,37.5,2,20110301,Champions,False
547649,18118,United Kingdom,2011,3,Mar,368.92,56,20110301,Champions,False
547650,17059,United Kingdom,2011,3,Mar,459.3,67,20110301,Champions,False
547651,16904,United Kingdom,2011,3,Mar,433.29,114,20110301,Champions,False
547652,14606,United Kingdom,2011,3,Mar,236.07,30,20110301,Champions,False
547653,16745,United Kingdom,2011,3,Mar,515.9,22,20110301,Clients à Risque,False
547654,14527,United Kingdom,2011,3,Mar,73.77,21,20110301,Champions,False
547655,14267,United Kingdom,2011,3,Mar,418.18,15,20110301,Clients à Risque,False
547656,13263,United Kingdom,2011,3,Mar,217.56,73,20110301,Champions,False
547657,13871,United Kingdom,2011,3,Mar,401.3,17,20110301,Champions,False
547658,13736,United Kingdom,2011,3,Mar,357.53,76,20110301,Nouveaux Clients,False
547659,12434,Australia,2011,3,Mar,286.25,16,20110301,Clients Moyens,False
547662,14085,United Kingdom,2011,3,Mar,150.34,19,20110301,Champions,False
547663,16022,United Kingdom,2011,3,Mar,628.28,76,20110301,Clients Perdus,False
547664,13069,United Kingdom,2011,3,Mar,273.98,48,20110301,Champions,False
547665,14256,United Kingdom,2011,3,Mar,445.20000000000005,21,20110301,Clients à Risque,False
547666,14235,United Kingdom,2011,3,Mar,850.3100000000001,30,20110301,Clients à Risque,False
547667,16700,United Kingdom,2011,3,Mar,483.3,30,20110301,Champions,False
547668,14071,United Kingdom,2011,3,Mar,131.41,9,20110301,Champions,False
547669,12748,United Kingdom,2011,3,Mar,163.46,28,20110301,Champions,False
547670,16769,United Kingdom,2011,3,Mar,380.39,40,20110301,Clients Perdus,False
547671,14560,United Kingdom,2011,3,Mar,62.379999999999995,3,20110301,Champions,False
547672,17754,United Kingdom,2011,3,Mar,264.24,28,20110301,Champions,False
547674,15835,United Kingdom,2011,3,Mar,187.2,11,20110301,Clients Fidèles,False
547684,12408,Belgium,2011,3,Mar,762.89,32,20110301,Champions,False
547685,12408,Belgium,2011,3,Mar,74.7,4,20110301,Champions,False
547686,15513,United Kingdom,2011,3,Mar,310.40000000000003,18,20110301,Clients Fidèles,False
547687,15078,United Kingdom,2011,3,Mar,356.3,19,20110301,Champions,False
547688,12971,United Kingdom,2011,3,Mar,137.4,2,20110301,Champions,False
547689,17757,United Kingdom,2011,3,Mar,166.75,25,20110301,Champions,False
547690,16063,United Kingdom,2011,3,Mar,335.32,23,20110301,Clients Perdus,False
547691,16767,United Kingdom,2011,3,Mar,364.84000000000003,12,20110301,Champions,False
547694,15178,United Kingdom,2011,3,Mar,40.5,3,20110301,Clients Perdus,False
547695,18239,United Kingdom,2011,3,Mar,176.38,10,20110301,Clients à Risque,False
547697,14348,United Kingdom,2011,3,Mar,409.57,18,20110301,Clients Perdus,False
547698,15304,United Kingdom,2011,3,Mar,51.0,1,20110301,Clients Fidèles,False
547702,14911,EIRE,2011,3,Mar,415.45,16,20110301,Champions,False
547703,12540,Spain,2011,3,Mar,1140.76,34,20110301,Champions,False
547705,14056,United Kingdom,2011,3,Mar,229.49,29,20110301,Champions,False
547706,12901,United Kingdom,2011,3,Mar,2278.8,3,20110301,Champions,False
547707,18008,United Kingdom,2011,3,Mar,585.0,1,20110301,Clients Fidèles,False
547708,17450,United Kingdom,2011,3,Mar,11343.199999999999,13,20110301,Champions,True
547709,18109,United Kingdom,2011,3,Mar,279.73,28,20110301,Champions,False
547712,16905,United Kingdom,2011,3,Mar,380.98,35,20110301,Champions,False
547713,16458,United Kingdom,2011,3,Mar,157.7,11,20110301,Champions,False
547714,15815,United Kingdom,2011,3,Mar,427.0,10,20110301,Clients Fidèles,False
547715,12520,Germany,2011,3,Mar,246.54,17,20110301,Clients à Risque,False
547716,16833,United Kingdom,2011,3,Mar,344.41,13,20110301,Champions,False
547717,16833,United Kingdom,2011,3,Mar,17.4,1,20110301,Champions,False
547718,17450,United Kingdom,2011,3,Mar,57.6,1,20110301,Champions,True
547719,14404,United Kingdom,2011,3,Mar,307.5,8,20110301,Clients Fidèles,False
547720,14209,United Kingdom,2011,3,Mar,420.6,19,20110301,Champions,False
547721,13000,United Kingdom,2011,3,Mar,256.78000000000003,19,20110301,Clients à Risque,False
547722,12553,France,2011,3,Mar,357.91,23,20110301,Champions,False
547724,13468,United Kingdom,2011,3,Mar,102.69999999999999,7,20110301,Champions,False
547726,16029,United Kingdom,2011,3,Mar,465.84000000000003,3,20110301,Clients Fidèles,True
547727,16029,United Kingdom,2011,3,Mar,878.16,4,20110301,Clients Fidèles,True
547728,16029,United Kingdom,2011,3,Mar,146.88,2,20110301,Clients Fidèles,True
547729,15529,United Kingdom,2011,3,Mar,366.18,63,20110301,Champions,False
547730,14796,United Kingdom,2011,3,Mar,349.51,51,20110301,Champions,False
547762,13695,United Kingdom,2011,3,Mar,83.14,5,20110301,Champions,False
547772,17979,United Kingdom,2011,3,Mar,231.77,58,20110301,Clients Fidèles,False
547785,13097,United Kingdom,2011,3,Mar,878.02,74,20110301,Champions,False
547786,14587,United Kingdom,2011,3,Mar,180.06,50,20110301,Champions,False
547787,13139,United Kingdom,2011,3,Mar,409.5,5,20110301,Champions,False
547789,14911,EIRE,2011,3,Mar,750.37,43,20110301,Champions,False
547790,12545,Spain,2011,3,Mar,628.15,34,20110301,Clients Moyens,False
547792,17979,United Kingdom,2011,3,Mar,9.9,1,20110301,Clients Fidèles,False
547793,14758,United Kingdom,2011,3,Mar,654.75,28,20110301,Clients à Risque,False
547794,14085,United Kingdom,2011,3,Mar,207.21,27,20110301,Champions,False
547795,14536,United Kingdom,2011,3,Mar,171.8,19,20110301,Clients Perdus,False
547796,14646,Netherlands,2011,3,Mar,1407.8600000000001,13,20110301,Champions,True
547799,17139,United Kingdom,2011,3,Mar,708.66,21,20110301,Champions,False
547800,14504,United Kingdom,2011,3,Mar,134.56,22,20110301,Clients Fidèles,False
547801,14107,United Kingdom,2011,3,Mar,554.18,28,20110301,Clients Fidèles,False
547803,13662,United Kingdom,2011,3,Mar,227.7,17,20110301,Clients à Risque,False
547804,16817,United Kingdom,2011,3,Mar,6.8,1,20110301,Champions,False
547805,13327,United Kingdom,2011,3,Mar,474.05,21,20110301,Clients Fidèles,False
547809,12748,United Kingdom,2011,3,Mar,185.1,39,20110301,Champions,False
547811,17368,United Kingdom,2011,3,Mar,194.92000000000002,17,20110301,Champions,False
547812,18102,United Kingdom,2011,3,Mar,5513.32,4,20110301,Champions,True
547814,13452,United Kingdom,2011,3,Mar,295.0,1,20110301,Clients Perdus,False
547815,13520,Switzerland,2011,3,Mar,490.78000000000003,13,20110301,Clients Fidèles,False
547816,12748,United Kingdom,2011,3,Mar,25.25,9,20110301,Champions,False
547817,17946,United Kingdom,2011,3,Mar,17.549999999999997,3,20110301,Clients à Risque,False
547818,12748,United Kingdom,2011,3,Mar,76.2,11,20110301,Champions,False
547819,12748,United Kingdom,2011,3,Mar,94.19,13,20110301,Champions,False
547820,13743,United Kingdom,2011,3,Mar,141.72,6,20110301,Champions,False
547821,12621,Germany,2011,3,Mar,960.0,5,20110301,Champions,False
547822,12668,Germany,2011,3,Mar,1444.8000000000002,49,20110301,Champions,False
547825,12778,Netherlands,2011,3,Mar,155.65,9,20110301,Clients Fidèles,False
547826,18078,United Kingdom,2011,3,Mar,197.94,21,20110301,Clients à Risque,False
547828,16618,United Kingdom,2011,3,Mar,354.66,9,20110301,Champions,False
547829,16081,United Kingdom,2011,3,Mar,410.53,20,20110301,Clients Fidèles,False
547832,17511,United Kingdom,2011,3,Mar,3962.06,22,20110301,Champions,False
547833,16780,United Kingdom,2011,3,Mar,161.89,15,20110301,Clients à Risque,False
547834,17937,United Kingdom,2011,3,Mar,633.6,7,20110301,Champions,False
547835,15465,United Kingdom,2011,3,Mar,485.45,5,20110301,Champions,False
547837,17243,United Kingdom,2011,3,Mar,266.55,14,20110301,Champions,False
547839,12916,United Kingdom,2011,3,Mar,649.78,20,20110301,Clients à Risque,False
547840,15133,United Kingdom,2011,3,Mar,324.70000000000005,7,20110301,Clients à Risque,False
547841,16923,United Kingdom,2011,3,Mar,520.13,39,20110301,Champions,False
547842,13875,United Kingdom,2011,3,Mar,343.03000000000003,12,20110301,Clients Fidèles,False
547843,18273,United Kingdom,2011,3,Mar,51.0,1,20110301,Clients Fidèles,False
547844,15045,United Kingdom,2011,3,Mar,388.9,4,20110301,Clients à Risque,False
547845,16434,United Kingdom,2011,3,Mar,121.95,4,20110301,Champions,False
547846,18071,United Kingdom,2011,3,Mar,194.05,11,20110301,Clients à Risque,False
547850,14472,United Kingdom,2011,3,Mar,311.57,62,20110301,Clients à Risque,False
547860,17625,United Kingdom,2011,3,Mar,549.6800000000001,95,20110301,Champions,False
547861,16701,United Kingdom,2011,3,Mar,353.3,10,20110301,Champions,False
547862,12841,United Kingdom,2011,3,Mar,190.5,21,20110301,Champions,False
547863,12728,France,2011,3,Mar,164.05,8,20110301,Clients Fidèles,False
547864,15716,United Kingdom,2011,3,Mar,115.26,20,20110301,Clients à Risque,False
547866,14878,United Kingdom,2011,3,Mar,197.89,14,20110301,Champions,False
547867,13357,United Kingdom,2011,3,Mar,609.95,90,20110301,Clients Perdus,False
547870,13668,United Kingdom,2011,3,Mar,173.77,20,20110301,Champions,False
547871,16931,United Kingdom,2011,3,Mar,277.43,51,20110301,Champions,False
547872,16777,United Kingdom,2011,3,Mar,177.25,39,20110301,Clients à Risque,False
547873,13240,United Kingdom,2011,3,Mar,218.34,23,20110301,Clients à Risque,False
547874,14476,United Kingdom,2011,3,Mar,215.7,19,20110301,Clients Perdus,False
547875,13408,United Kingdom,2011,3,Mar,612.38,13,20110301,Champions,False
547876,16638,United Kingdom,2011,3,Mar,254.0,11,20110301,Champions,False
547877,14573,United Kingdom,2011,3,Mar,165.83,20,20110301,Clients à Risque,False
547878,15939,United Kingdom,2011,3,Mar,131.3,3,20110301,Clients à Risque,False
547879,12877,United Kingdom,2011,3,Mar,83.16000000000001,5,20110301,Champions,False
547880,15426,United Kingdom,2011,3,Mar,251.56,34,20110301,Champions,False
547881,13110,United Kingdom,2011,3,Mar,192.34,32,20110301,Champions,False
547882,14911,EIRE,2011,3,Mar,539.0,39,20110301,Champions,False
547883,14755,United Kingdom,2011,3,Mar,307.76,17,20110301,Champions,False
547884,13481,United Kingdom,2011,3,Mar,665.28,43,20110301,Clients Fidèles,False
547885,17314,United Kingdom,2011,3,Mar,220.8,7,20110301,Champions,False
547886,13652,United Kingdom,2011,3,Mar,329.44,20,20110301,Clients Fidèles,False
547887,16245,United Kingdom,2011,3,Mar,453.98,30,20110301,Champions,False
547888,13368,United Kingdom,2011,3,Mar,588.0,28,20110301,Clients Perdus,False
547890,17227,United Kingdom,2011,3,Mar,223.9,6,20110301,Clients Fidèles,False
547891,13266,United Kingdom,2011,3,Mar,302.21999999999997,19,20110301,Champions,False
547892,12669,France,2011,3,Mar,1136.3,69,20110301,Clients à Risque,False
547893,13552,United Kingdom,2011,3,Mar,191.25,5,20110301,Clients Fidèles,False
547894,13552,United Kingdom,2011,3,Mar,277.8,9,20110301,Clients Fidèles,False
547895,18118,United Kingdom,2011,3,Mar,113.14,24,20110301,Champions,False
547896,17841,United Kingdom,2011,3,Mar,246.61,60,20110301,Champions,False
547897,12792,Portugal,2011,3,Mar,400.54,25,20110301,Clients Perdus,False
547898,16523,United Kingdom,2011,3,Mar,374.7,14,20110301,Champions,False
547900,13649,United Kingdom,2011,3,Mar,148.8,8,20110301,Clients Perdus,False
547902,17765,United Kingdom,2011,3,Mar,121.25,19,20110301,Clients à Risque,False
547903,15039,United Kingdom,2011,3,Mar,407.09,36,20110301,Champions,False
547906,14410,United Kingdom,2011,3,Mar,215.07,70,20110301,Clients à Risque,False
547907,15083,United Kingdom,2011,3,Mar,88.2,5,20110301,Clients Perdus,False
547909,15033,United Kingdom,2011,3,Mar,179.73,34,20110301,Champions,False
547910,14159,United Kingdom,2011,3,Mar,458.87,118,20110301,Champions,False
547911,14127,United Kingdom,2011,3,Mar,137.6,9,20110301,Clients à Risque,False
547912,18010,United Kingdom,2011,3,Mar,174.8,14,20110301,Clients Perdus,False
547914,12594,Italy,2011,3,Mar,297.5,13,20110301,Clients Fidèles,False
547918,15249,United Kingdom,2011,3,Mar,1001.82,60,20110301,Champions,False
547919,13760,United Kingdom,2011,3,Mar,135.09,28,20110301,Clients Moyens,False
547920,14730,United Kingdom,2011,3,Mar,116.41,24,20110301,Champions,False
547921,14766,United Kingdom,2011,3,Mar,628.66,39,20110301,Champions,False
547922,15624,United Kingdom,2011,3,Mar,183.9,10,20110301,Clients à Risque,False
547923,14344,United Kingdom,2011,3,Mar,82.55000000000001,4,20110301,Clients à Risque,False
547924,17749,United Kingdom,2011,3,Mar,369.01,22,20110301,Clients à Risque,False
547925,12481,Germany,2011,3,Mar,602.86,28,20110301,Champions,False
547926,12481,Germany,2011,3,Mar,229.48,10,20110301,Champions,False
547931,12594,Italy,2011,3,Mar,28.0,1,20110301,Clients Fidèles,False
547934,12474,Germany,2011,3,Mar,257.2,17,20110301,Champions,False
547935,15874,United Kingdom,2011,3,Mar,240.35,8,20110301,Clients Fidèles,False
547936,15874,United Kingdom,2011,3,Mar,56.05,12,20110301,Clients Fidèles,False
547937,15068,United Kingdom,2011,3,Mar,239.95999999999998,39,20110301,Clients Fidèles,False
547938,13901,United Kingdom,2011,3,Mar,433.9,23,20110301,Clients à Risque,False
547939,15611,United Kingdom,2011,3,Mar,127.5,1,20110301,Champions,False
547940,16814,United Kingdom,2011,3,Mar,460.23,23,20110301,Champions,False
547941,16692,United Kingdom,2011,3,Mar,1267.5,2,20110301,Clients à Risque,False
547942,14538,United Kingdom,2011,3,Mar,106.5,3,20110301,Clients Fidèles,False
547944,12971,United Kingdom,2011,3,Mar,106.95,3,20110301,Champions,False
547945,14851,United Kingdom,2011,3,Mar,206.13,14,20110301,Clients Fidèles,False
547946,12971,United Kingdom,2011,3,Mar,116.4,3,20110301,Champions,False
547947,15032,United Kingdom,2011,3,Mar,2188.5,22,20110301,Clients à Risque,False
547949,14021,United Kingdom,2011,3,Mar,198.9,3,20110301,Clients à Risque,False
547960,15644,United Kingdom,2011,3,Mar,184.57,45,20110301,Clients à Risque,False
547962,12957,United Kingdom,2011,3,Mar,330.51,24,20110301,Champions,False
547963,13037,United Kingdom,2011,3,Mar,250.42000000000002,15,20110301,Clients à Risque,False
547965,15809,United Kingdom,2011,3,Mar,63.42,4,20110301,Clients Fidèles,False
547969,17238,United Kingdom,2011,3,Mar,250.76,39,20110301,Champions,False
547970,17238,United Kingdom,2011,3,Mar,4.95,1,20110301,Champions,False
547971,17917,United Kingdom,2011,3,Mar,119.55,36,20110301,Clients Fidèles,False
547972,12557,Spain,2011,3,Mar,817.5,5,20110301,Champions,True
547985,16455,United Kingdom,2011,3,Mar,413.7,19,20110301,Clients Fidèles,False
547986,18177,United Kingdom,2011,3,Mar,169.05,10,20110301,Champions,False
547987,17428,United Kingdom,2011,3,Mar,444.52,29,20110301,Champions,False
547990,15589,United Kingdom,2011,3,Mar,263.58,16,20110301,Clients à Risque,False
547991,15589,United Kingdom,2011,3,Mar,30.0,1,20110301,Clients à Risque,False
548003,18044,United Kingdom,2011,3,Mar,289.25,18,20110301,Champions,False
548005,14128,United Kingdom,2011,3,Mar,305.54,22,20110301,Clients Fidèles,False
548006,18226,United Kingdom,2011,3,Mar,428.05,22,20110301,Clients Fidèles,False
548007,13769,United Kingdom,2011,3,Mar,300.75,17,20110301,Champions,False
548010,14646,Netherlands,2011,3,Mar,2527.94,15,20110301,Champions,True
548011,14646,Netherlands,2011,3,Mar,15719.56,89,20110301,Champions,True
548012,17377,United Kingdom,2011,3,Mar,317.56,13,20110301,Champions,False
548013,17874,United Kingdom,2011,3,Mar,65.16000000000001,4,20110301,Clients à Risque,False
548014,17719,United Kingdom,2011,3,Mar,579.83,39,20110301,Clients Fidèles,False
548016,16871,United Kingdom,2011,3,Mar,35.04,2,20110301,Champions,False
548017,16871,United Kingdom,2011,3,Mar,357.25,21,20110301,Champions,False
548033,14441,United Kingdom,2011,3,Mar,356.84000000000003,13,20110301,Champions,False
548038,15696,United Kingdom,2011,3,Mar,317.9,18,20110301,Clients Fidèles,False
548144,13798,United Kingdom,2011,3,Mar,328.2,2,20110301,Champions,True
548148,17931,United Kingdom,2011,3,Mar,297.2,50,20110301,Clients à Risque,False
548150,17315,United Kingdom,2011,3,Mar,142.28,19,20110301,Champions,False
548151,13803,United Kingdom,2011,3,Mar,277.07,17,20110301,Clients Perdus,False
548152,17398,United Kingdom,2011,3,Mar,305.68,19,20110301,Clients à Risque,False
548153,15129,United Kingdom,2011,3,Mar,304.4,13,20110301,Clients Fidèles,False
548154,17675,United Kingdom,2011,3,Mar,465.7,21,20110301,Champions,False
548156,14871,United Kingdom,2011,3,Mar,108.2,20,20110301,Clients Fidèles,False
548157,14298,United Kingdom,2011,3,Mar,1518.0,14,20110301,Champions,False
548158,15906,United Kingdom,2011,3,Mar,341.93,28,20110301,Champions,False
548159,15906,United Kingdom,2011,3,Mar,69.4,4,20110301,Champions,False
548160,16253,United Kingdom,2011,3,Mar,1700.4,53,20110301,Clients Fidèles,False
548169,14680,United Kingdom,2011,3,Mar,2106.46,29,20110301,Champions,False
548170,15290,United Kingdom,2011,3,Mar,280.85,9,20110301,Champions,False
548171,16422,United Kingdom,2011,3,Mar,963.01,14,20110301,Champions,False
548172,15738,United Kingdom,2011,3,Mar,328.15,13,20110301,Champions,False
548176,13439,United Kingdom,2011,3,Mar,283.71,54,20110301,Clients Perdus,False
548177,12888,United Kingdom,2011,3,Mar,272.76,4,20110301,Clients Perdus,False
548178,14367,United Kingdom,2011,3,Mar,504.61,27,20110301,Champions,False
548185,15628,United Kingdom,2011,3,Mar,371.83000000000004,22,20110301,Champions,False
548186,13777,United Kingdom,2011,3,Mar,539.3,8,20110301,Champions,False
548188,13263,United Kingdom,2011,3,Mar,243.81,52,20110301,Champions,False
548189,16607,United Kingdom,2011,3,Mar,141.41,11,20110301,Champions,False
548190,17511,United Kingdom,2011,3,Mar,258.18,3,20110301,Champions,False
548192,17364,United Kingdom,2011,3,Mar,247.45,23,20110301,Champions,False
548196,16011,United Kingdom,2011,3,Mar,118.55,8,20110301,Champions,False
548197,13588,United Kingdom,2011,3,Mar,113.30000000000001,8,20110301,Champions,False
548198,16712,United Kingdom,2011,3,Mar,351.01,52,20110301,Champions,False
548199,16945,United Kingdom,2011,3,Mar,287.04,20,20110301,Champions,False
548202,16980,United Kingdom,2011,3,Mar,346.6,9,20110301,Clients à Risque,False
548208,14189,United Kingdom,2011,3,Mar,314.1,18,20110301,Champions,False
548210,14606,United Kingdom,2011,3,Mar,338.40999999999997,40,20110301,Champions,False
548211,14646,Netherlands,2011,3,Mar,1807.04,16,20110301,Champions,True
548212,12456,Switzerland,2011,3,Mar,940.1700000000001,41,20110301,Clients Fidèles,False
548213,15521,United Kingdom,2011,3,Mar,475.69,33,20110301,Clients Fidèles,False
548214,13720,United Kingdom,2011,3,Mar,266.2,17,20110301,Clients à Risque,False
548215,15674,United Kingdom,2011,3,Mar,355.12,19,20110301,Clients à Risque,False
548216,12971,United Kingdom,2011,3,Mar,91.8,1,20110301,Champions,False
548217,17616,United Kingdom,2011,3,Mar,81.6,1,20110301,Clients à Risque,True
548218,13999,United Kingdom,2011,3,Mar,301.48,16,20110301,Champions,False
548222,17306,United Kingdom,2011,3,Mar,396.6,3,20110301,Champions,True
548223,17306,United Kingdom,2011,3,Mar,152.64,1,20110301,Champions,True
548234,17594,United Kingdom,2011,3,Mar,315.0,14,20110301,Clients à Risque,False
548242,16218,United Kingdom,2011,3,Mar,216.3,8,20110301,Champions,False
548245,12823,United Kingdom,2011,3,Mar,459.0,1,20110301,Clients à Risque,False
548255,13078,United Kingdom,2011,3,Mar,383.07,17,20110301,Champions,False
548256,17775,United Kingdom,2011,3,Mar,56.4,3,20110301,Clients Perdus,False
548257,13802,United Kingdom,2011,3,Mar,2161.32,28,20110301,Clients à Risque,False
548258,14146,United Kingdom,2011,3,Mar,662.3,30,20110301,Champions,False
548259,14099,United Kingdom,2011,3,Mar,244.13,28,20110301,Champions,False
548260,15373,United Kingdom,2011,3,Mar,176.21,21,20110301,Champions,False
548267,16954,United Kingdom,2011,3,Mar,180.38,3,20110301,Champions,False
548276,17863,United Kingdom,2011,3,Mar,481.2,18,20110301,Clients Fidèles,False
548289,13988,United Kingdom,2011,3,Mar,631.06,43,20110301,Champions,False
548293,13798,United Kingdom,2011,3,Mar,1012.6,10,20110301,Champions,True
548308,17220,United Kingdom,2011,3,Mar,417.75,64,20110301,Champions,False
548309,16657,United Kingdom,2011,3,Mar,242.55,76,20110301,Clients Fidèles,False
548311,13728,United Kingdom,2011,3,Mar,183.0,12,20110301,Clients Fidèles,False
548312,16059,United Kingdom,2011,3,Mar,384.45,48,20110301,Clients Fidèles,False
548313,15353,United Kingdom,2011,3,Mar,465.37,51,20110301,Clients à Risque,False
548314,16949,United Kingdom,2011,3,Mar,127.78999999999999,9,20110301,Champions,False
548315,16019,United Kingdom,2011,3,Mar,303.32,7,20110301,Clients Fidèles,False
548316,17929,United Kingdom,2011,3,Mar,238.8,1,20110301,Clients Fidèles,False
548317,18179,United Kingdom,2011,3,Mar,270.26,18,20110301,Champions,False
548318,13113,United Kingdom,2011,3,Mar,453.05,6,20110301,Champions,False
548319,14180,United Kingdom,2011,3,Mar,245.2,15,20110301,Champions,False
548320,12709,Germany,2011,3,Mar,418.70000000000005,7,20110301,Champions,False
548323,15424,United Kingdom,2011,3,Mar,193.5,9,20110301,Clients à Risque,False
548324,13316,United Kingdom,2011,3,Mar,1622.48,11,20110301,Clients Fidèles,False
548325,13509,United Kingdom,2011,3,Mar,313.5,15,20110301,Champions,False
548326,15424,United Kingdom,2011,3,Mar,189.84,8,20110301,Clients à Risque,False
548327,16788,United Kingdom,2011,3,Mar,297.17,68,20110301,Clients à Risque,False
548329,16584,United Kingdom,2011,3,Mar,611.94,14,20110301,Clients à Risque,False
548330,14810,United Kingdom,2011,3,Mar,136.99,22,20110301,Clients Fidèles,False
548331,13047,United Kingdom,2011,3,Mar,427.15000000000003,20,20110301,Champions,False
548332,15364,United Kingdom,2011,3,Mar,331.8,3,20110301,Clients à Risque,False
548333,15189,United Kingdom,2011,3,Mar,132.70000000000002,4,20110301,Champions,False
548334,18108,United Kingdom,2011,3,Mar,271.0,17,20110301,Clients Perdus,False
548335,14272,United Kingdom,2011,3,Mar,132.09,8,20110301,Clients à Risque,False
548336,13082,United Kingdom,2011,3,Mar,435.0,4,20110301,Clients à Risque,False
548337,18198,United Kingdom,2011,3,Mar,284.67,16,20110301,Champions,False
548338,16558,United Kingdom,2011,3,Mar,174.31,12,20110301,Champions,False
548340,13426,United Kingdom,2011,3,Mar,306.39,22,20110301,Champions,False
548349,15812,United Kingdom,2011,3,Mar,519.96,3,20110301,Clients à Risque,False
548351,13001,United Kingdom,2011,3,Mar,850.82,24,20110301,Champions,False
548353,15980,United Kingdom,2011,3,Mar,760.18,20,20110301,Clients à Risque,False
548354,15981,United Kingdom,2011,3,Mar,600.0,13,20110301,Champions,False
548358,15832,United Kingdom,2011,3,Mar,836.79,54,20110301,Clients Perdus,False
548359,14828,United Kingdom,2011,3,Mar,493.92,3,20110301,Clients à Risque,True
548361,16092,United Kingdom,2011,3,Mar,310.87,20,20110301,Clients à Risque,False
548363,12428,Finland,2011,3,Mar,558.4,10,20110301,Champions,False
548367,17677,United Kingdom,2011,3,Mar,1337.78,23,20110301,Champions,False
548368,17677,United Kingdom,2011,3,Mar,70.92,4,20110301,Champions,False
548370,15528,United Kingdom,2011,3,Mar,229.33,26,20110301,Clients Perdus,False
548371,17757,United Kingdom,2011,3,Mar,353.7,9,20110301,Champions,False
548372,14572,United Kingdom,2011,3,Mar,116.45,3,20110301,Champions,False
548388,13268,United Kingdom,2011,3,Mar,457.42,56,20110301,Champions,False
548400,17400,United Kingdom,2011,3,Mar,632.8,58,20110301,Clients à Risque,False
548401,14479,United Kingdom,2011,3,Mar,141.85,8,20110301,Clients à Risque,False
548403,14794,United Kingdom,2011,3,Mar,16.95,1,20110301,Champions,False
548404,16398,United Kingdom,2011,3,Mar,1169.95,63,20110301,Clients à Risque,False
548405,17088,United Kingdom,2011,3,Mar,1015.83,55,20110301,Champions,False
548406,15061,United Kingdom,2011,3,Mar,872.56,11,20110301,Champions,False
548407,16401,United Kingdom,2011,3,Mar,306.6,17,20110301,Champions,False
